Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Species	Comments
108	Spectrogram 1	1	117517.779912213	117518.180733299	0.4008	3250.000	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_023000.wav	37.7799	S4A04765_20210224_023000.wav	M	
109	Spectrogram 1	1	151153.324542823	151153.848693474	0.5242	3500.000	5375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210228_000000.wav	13.3245	S4A04765_20210228_000000.wav	M	
110	Spectrogram 1	1	151154.095352604	151155.143653905	1.0483	2937.500	5875.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210228_000000.wav	14.0953	S4A04765_20210228_000000.wav	M	
111	Spectrogram 1	1	151187.310471009	151187.819205464	0.5087	3937.500	5625.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210228_000000.wav	47.3105	S4A04765_20210228_000000.wav	M	
112	Spectrogram 1	1	159103.891563035	159104.122805969	0.2312	3250.000	5375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210228_220000.wav	43.8916	S4A04765_20210228_220000.wav	M	
113	Spectrogram 1	1	159129.534937821	159129.797013147	0.2621	2750.000	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210228_221000.wav	9.5350	S4A04765_20210228_221000.wav	M	
114	Spectrogram 1	1	159145.085291838	159145.486112924	0.4008	4125.000	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210228_221000.wav	25.0853	S4A04765_20210228_221000.wav	M	
115	Spectrogram 1	1	159145.856101619	159146.580662813	0.7246	3000.000	6125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210228_221000.wav	25.8561	S4A04765_20210228_221000.wav	M	
116	Spectrogram 1	1	159177.518604959	159178.150668979	0.6321	4000.000	5312.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210228_221000.wav	57.5186	S4A04765_20210228_221000.wav	M	
117	Spectrogram 1	1	159178.505241478	159179.183554085	0.6783	3625.000	6375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210228_221000.wav	58.5052	S4A04765_20210228_221000.wav	M	
118	Spectrogram 1	1	159179.661456149	159179.954363866	0.2929	4000.000	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210228_221000.wav	59.6615	S4A04765_20210228_221000.wav	M	
119	Spectrogram 1	1	159180.062277235	159180.478514517	0.4162	3687.500	5250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210228_222000.wav	0.0623	S4A04765_20210228_222000.wav	M	
120	Spectrogram 1	1	159211.154423004	159212.125643328	0.9712	3687.500	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210228_222000.wav	31.1544	S4A04765_20210228_222000.wav	M	
121	Spectrogram 1	1	159212.341470067	159213.297274195	0.9558	3937.500	5625.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210228_222000.wav	32.3415	S4A04765_20210228_222000.wav	M	
122	Spectrogram 1	1	159213.574765716	159213.991002998	0.4162	3875.000	5187.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210228_222000.wav	33.5748	S4A04765_20210228_222000.wav	M	
123	Spectrogram 1	1	159222.146170478	159222.824483085	0.6783	3437.500	5312.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210228_222000.wav	42.1462	S4A04765_20210228_222000.wav	M	
124	Spectrogram 1	1	159223.626125257	159224.304437864	0.6783	3437.500	5250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210228_222000.wav	43.6261	S4A04765_20210228_222000.wav	M	
125	Spectrogram 1	1	159234.203777021	159234.727927672	0.5242	2812.500	5000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210228_222000.wav	54.2038	S4A04765_20210228_222000.wav	M	
126	Spectrogram 1	1	159235.267494519	159235.837893756	0.5704	4062.500	6000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210228_222000.wav	55.2675	S4A04765_20210228_222000.wav	M	
127	Spectrogram 1	1	176403.873135791	176404.088962530	0.2158	2500.000	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210302_221000.wav	3.8731	S4A04765_20210302_221000.wav	M	
128	Spectrogram 1	1	176404.212292095	176404.381870247	0.1696	3062.500	5250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210302_221000.wav	4.2123	S4A04765_20210302_221000.wav	M	
129	Spectrogram 1	1	176405.414755353	176405.938906004	0.5242	2625.000	6000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210302_221000.wav	5.4147	S4A04765_20210302_221000.wav	M	
130	Spectrogram 1	1	176406.339727090	176407.295531218	0.9558	3000.000	7000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210302_221000.wav	6.3397	S4A04765_20210302_221000.wav	M	
131	Spectrogram 1	1	176407.465109370	176408.313000128	0.8479	3000.000	6437.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210302_221000.wav	7.4651	S4A04765_20210302_221000.wav	M	
132	Spectrogram 1	1	176408.467162085	176409.207139474	0.7400	2937.500	5687.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210302_221000.wav	8.4672	S4A04765_20210302_221000.wav	M	
133	Spectrogram 1	1	176411.365406860	176412.167049032	0.8016	3437.500	5750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210302_221000.wav	11.3654	S4A04765_20210302_221000.wav	M	
134	Spectrogram 1	1	176412.382875771	176412.752864466	0.3700	4000.000	5687.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210302_221000.wav	12.3829	S4A04765_20210302_221000.wav	M	
135	Spectrogram 1	1	176432.075599049	176432.399339157	0.3237	3250.000	4625.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210302_221000.wav	32.0756	S4A04765_20210302_221000.wav	M	
136	Spectrogram 1	1	176433.108484156	176433.617218611	0.5087	3250.000	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210302_221000.wav	33.1085	S4A04765_20210302_221000.wav	M	
137	Spectrogram 1	1	176808.298565862	176809.208121403	0.9096	3625.000	6250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210302_231000.wav	48.2986	S4A04765_20210302_231000.wav	M	
138	Spectrogram 1	1	176820.040369561	176820.487439234	0.4471	3125.000	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210302_232000.wav	0.0404	S4A04765_20210302_232000.wav	M	
139	Spectrogram 1	1	176820.657017386	176821.258249015	0.6012	3875.000	5375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210302_232000.wav	0.6570	S4A04765_20210302_232000.wav	M	
140	Spectrogram 1	1	176826.037269656	176826.283928786	0.2467	3000.000	4062.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210302_232000.wav	6.0373	S4A04765_20210302_232000.wav	M	
141	Spectrogram 1	1	176826.453506937	176827.455559652	1.0021	3125.000	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210302_232000.wav	6.4535	S4A04765_20210302_232000.wav	M	
142	Spectrogram 1	1	176827.671386391	176828.688855301	1.0175	2937.500	5312.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210302_232000.wav	7.6714	S4A04765_20210302_232000.wav	M	
143	Spectrogram 1	1	176846.485386519	176846.855375214	0.3700	3187.500	5000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210302_232000.wav	26.4854	S4A04765_20210302_232000.wav	M	
144	Spectrogram 1	1	176864.995650094	176865.458135963	0.4625	3062.500	4750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210302_232000.wav	44.9957	S4A04765_20210302_232000.wav	M	
145	Spectrogram 1	1	176865.812708462	176866.491021069	0.6783	3062.500	5750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210302_232000.wav	45.8127	S4A04765_20210302_232000.wav	M	
146	Spectrogram 1	1	186374.439054599	186375.209864380	0.7708	3937.500	6312.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210304_015000.wav	14.4390	S4A04765_20210304_015000.wav	M	
147	Spectrogram 1	1	186375.610685466	186376.165668508	0.5550	3625.000	6250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210304_015000.wav	15.6107	S4A04765_20210304_015000.wav	M	
148	Spectrogram 1	1	186379.017664697	186379.665144913	0.6475	3187.500	4875.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210304_015000.wav	19.0177	S4A04765_20210304_015000.wav	M	
149	Spectrogram 1	1	186379.819306869	186380.466787085	0.6475	3312.500	6812.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210304_015000.wav	19.8193	S4A04765_20210304_015000.wav	M	
150	Spectrogram 1	1	186409.473200754	186410.613999229	1.1408	3312.500	4875.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210304_015000.wav	49.4732	S4A04765_20210304_015000.wav	M	
151	Spectrogram 1	1	186411.122733684	186411.878127270	0.7554	3000.000	4562.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210304_015000.wav	51.1228	S4A04765_20210304_015000.wav	M	
152	Spectrogram 1	1	186459.038161228	186459.516063292	0.4779	3250.000	4937.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210304_020000.wav	39.0382	S4A04765_20210304_020000.wav	M	
153	Spectrogram 1	1	186582.812429342	186583.552406732	0.7400	3875.000	5187.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210304_022000.wav	42.8124	S4A04765_20210304_022000.wav	M	
154	Spectrogram 1	1	186583.768233470	186584.770286185	1.0021	3437.500	5750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210304_022000.wav	43.7683	S4A04765_20210304_022000.wav	M	
155	Spectrogram 1	1	186602.619961588	186603.467852347	0.8479	3875.000	5062.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210304_023000.wav	2.6200	S4A04765_20210304_023000.wav	M	
156	Spectrogram 1	1	186613.796982528	186614.429046548	0.6321	3000.000	4875.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210304_023000.wav	13.7970	S4A04765_20210304_023000.wav	M	
157	Spectrogram 1	1	186614.552376113	186615.415683068	0.8633	3687.500	5875.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210304_023000.wav	14.5524	S4A04765_20210304_023000.wav	M	
158	Spectrogram 1	1	186618.051852518	186618.437257408	0.3854	3562.500	4875.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210304_023000.wav	18.0518	S4A04765_20210304_023000.wav	M	
159	Spectrogram 1	1	186620.055957948	186620.564692403	0.5087	3562.500	5375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210304_023000.wav	20.0560	S4A04765_20210304_023000.wav	M	
160	Spectrogram 1	1	186621.011762076	186621.582161314	0.5704	3375.000	5437.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210304_023000.wav	21.0117	S4A04765_20210304_023000.wav	M	
161	Spectrogram 1	1	186645.562853546	186646.056171805	0.4933	3562.500	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210304_023000.wav	45.5628	S4A04765_20210304_023000.wav	M	
162	Spectrogram 1	1	186663.192239851	186663.654725719	0.4625	3750.000	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210304_024000.wav	3.1923	S4A04765_20210304_024000.wav	M	
163	Spectrogram 1	1	186919.273706877	186919.813273724	0.5396	2937.500	5250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210304_032000.wav	19.2737	S4A04765_20210304_032000.wav	M	
164	Spectrogram 1	1	186921.000320786	186921.462806655	0.4625	3125.000	4750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210304_032000.wav	21.0003	S4A04765_20210304_032000.wav	M	
165	Spectrogram 1	1	186963.039786228	186963.563936879	0.5242	3500.000	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210304_033000.wav	3.0398	S4A04765_20210304_033000.wav	M	
166	Spectrogram 1	1	210560.435633907	210561.237276079	0.8016	3250.000	5062.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210306_210000.wav	20.4356	S4A04765_20210306_210000.wav	M	
167	Spectrogram 1	1	210561.869340099	210562.763479445	0.8941	3000.000	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210306_210000.wav	21.8693	S4A04765_20210306_210000.wav	M	
168	Spectrogram 1	1	228383.886582605	228384.534062821	0.6475	3750.000	5375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210308_223000.wav	23.8866	S4A04765_20210308_223000.wav	M	
169	Spectrogram 1	1	228384.904051516	228386.137347165	1.2333	3187.500	6250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210308_223000.wav	24.9040	S4A04765_20210308_223000.wav	M	
170	Spectrogram 1	1	228428.245052201	228428.923364808	0.6783	3812.500	5562.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210308_224000.wav	8.2450	S4A04765_20210308_224000.wav	M	
171	Spectrogram 1	1	228466.170547533	228466.694698184	0.5242	3437.500	5625.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210308_224000.wav	46.1705	S4A04765_20210308_224000.wav	M	
172	Spectrogram 1	1	228494.650502312	228495.220901550	0.5704	3500.000	4750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210308_225000.wav	14.6505	S4A04765_20210308_225000.wav	M	
173	Spectrogram 1	1	228495.883797962	228496.315451439	0.4317	3875.000	4875.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210308_225000.wav	15.8838	S4A04765_20210308_225000.wav	M	
174	Spectrogram 1	1	228550.077925360	228550.571243619	0.4933	3687.500	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210308_230000.wav	10.0779	S4A04765_20210308_230000.wav	M	
175	Spectrogram 1	1	228551.018313292	228551.650377312	0.6321	3500.000	5812.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210308_230000.wav	11.0183	S4A04765_20210308_230000.wav	M	
176	Spectrogram 1	1	228557.400618277	228557.739774580	0.3392	3625.000	4937.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210308_230000.wav	17.4006	S4A04765_20210308_230000.wav	M	
177	Spectrogram 1	1	228582.687266444	228583.196000899	0.5087	3250.000	5000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210308_230000.wav	42.6872	S4A04765_20210308_230000.wav	M	
178	Spectrogram 1	1	228789.939554599	228790.509953837	0.5704	3687.500	5625.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210308_234000.wav	9.9395	S4A04765_20210308_234000.wav	M	
179	Spectrogram 1	1	228794.317754154	228795.088563935	0.7708	3062.500	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210308_234000.wav	14.3178	S4A04765_20210308_234000.wav	M	
180	Spectrogram 1	1	228795.227309695	228796.090616650	0.8633	2937.500	5750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210308_234000.wav	15.2273	S4A04765_20210308_234000.wav	M	
181	Spectrogram 1	1	228805.690319159	228806.121972636	0.4317	3625.000	4875.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210308_234000.wav	25.6903	S4A04765_20210308_234000.wav	M	
182	Spectrogram 1	1	228847.392782417	228847.793603503	0.4008	3000.000	6937.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210308_235000.wav	7.3928	S4A04765_20210308_235000.wav	M	
183	Spectrogram 1	1	228873.267400137	228873.575724049	0.3083	3375.000	5562.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210308_235000.wav	33.2674	S4A04765_20210308_235000.wav	M	
184	Spectrogram 1	1	228884.794127098	228885.148699597	0.3546	3250.000	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210308_235000.wav	44.7941	S4A04765_20210308_235000.wav	M	
185	Spectrogram 1	1	228885.349110140	228885.734515031	0.3854	3437.500	5750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210308_235000.wav	45.3491	S4A04765_20210308_235000.wav	M	
186	Spectrogram 1	1	228883.509870504	228883.818194416	0.3083	4687.500	7250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210308_235000.wav	43.5099	S4A04765_20210308_235000.wav	M	
187	Spectrogram 1	1	228923.039095966	228923.640327595	0.6012	3062.500	6125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210309_000000.wav	23.0391	S4A04765_20210309_000000.wav	M	
188	Spectrogram 1	1	230357.585291838	230358.263604445	0.6783	3250.000	6750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210309_040000.wav	17.5853	S4A04765_20210309_040000.wav	M	
189	Spectrogram 1	1	230359.096079008	230359.697310637	0.6012	3312.500	4812.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210309_040000.wav	19.0961	S4A04765_20210309_040000.wav	M	
190	Spectrogram 1	1	230397.391563035	230397.854048904	0.4625	2500.000	6062.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210309_040000.wav	57.3916	S4A04765_20210309_040000.wav	M	
191	Spectrogram 1	1	246368.855958547	246369.935092240	1.0791	2500.000	5375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_003000.wav	8.8560	S4A04765_20210311_003000.wav	M	
192	Spectrogram 1	1	246370.058421805	246370.690485826	0.6321	3312.500	6250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_003000.wav	10.0584	S4A04765_20210311_003000.wav	M	
193	Spectrogram 1	1	246378.799404719	246379.585630695	0.7862	3125.000	5687.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_003000.wav	18.7994	S4A04765_20210311_003000.wav	M	
194	Spectrogram 1	1	246380.880591127	246381.343076996	0.4625	4062.500	5812.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_003000.wav	20.8806	S4A04765_20210311_003000.wav	M	
195	Spectrogram 1	1	246383.049395683	246383.974367420	0.9250	3625.000	5062.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_003000.wav	23.0494	S4A04765_20210311_003000.wav	M	
196	Spectrogram 1	1	246394.180459704	246394.704610355	0.5242	3625.000	5250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_003000.wav	34.1805	S4A04765_20210311_003000.wav	M	
197	Spectrogram 1	1	246395.460003940	246395.891657417	0.4317	3250.000	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_003000.wav	35.4600	S4A04765_20210311_003000.wav	M	
198	Spectrogram 1	1	246451.523328366	246452.016646626	0.4933	3125.000	4500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_004000.wav	31.5233	S4A04765_20210311_004000.wav	M	
199	Spectrogram 1	1	246453.172861297	246453.496601405	0.3237	3125.000	4875.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_004000.wav	33.1729	S4A04765_20210311_004000.wav	M	
200	Spectrogram 1	1	246456.872748244	246457.551060851	0.6783	3000.000	5000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_004000.wav	36.8728	S4A04765_20210311_004000.wav	M	
201	Spectrogram 1	1	246461.328028777	246461.620936494	0.2929	3750.000	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_004000.wav	41.3280	S4A04765_20210311_004000.wav	M	
202	Spectrogram 1	1	246464.992495975	246465.424149452	0.4317	3500.000	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_004000.wav	44.9925	S4A04765_20210311_004000.wav	M	
203	Spectrogram 1	1	246498.114992206	246498.777888618	0.6629	3625.000	5312.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_005000.wav	18.1150	S4A04765_20210311_005000.wav	M	
204	Spectrogram 1	1	246502.894012847	246503.572325454	0.6783	3937.500	6375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_005000.wav	22.8940	S4A04765_20210311_005000.wav	M	
205	Spectrogram 1	1	246503.896065562	246504.543545778	0.6475	3875.000	6562.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_005000.wav	23.8961	S4A04765_20210311_005000.wav	M	
206	Spectrogram 1	1	246521.462091298	246521.785831406	0.3237	3625.000	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_005000.wav	41.4621	S4A04765_20210311_005000.wav	M	
207	Spectrogram 1	1	246529.771420735	246530.403484755	0.6321	3500.000	5312.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_005000.wav	49.7714	S4A04765_20210311_005000.wav	M	
208	Spectrogram 1	1	246552.716961288	246553.626516829	0.9096	2437.500	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_010000.wav	12.7170	S4A04765_20210311_010000.wav	M	
209	Spectrogram 1	1	246584.604007751	246585.359401336	0.7554	3250.000	6000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_010000.wav	44.6040	S4A04765_20210311_010000.wav	M	
210	Spectrogram 1	1	246624.199318688	246624.985544664	0.7862	2750.000	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_011000.wav	24.1993	S4A04765_20210311_011000.wav	M	
211	Spectrogram 1	1	246623.706000428	246624.029740536	0.3237	3437.500	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_011000.wav	23.7060	S4A04765_20210311_011000.wav	M	
212	Spectrogram 1	1	246622.981439234	246623.274346951	0.2929	3125.000	4875.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_011000.wav	22.9815	S4A04765_20210311_011000.wav	M	
213	Spectrogram 1	1	246634.759412684	246635.298979531	0.5396	2000.000	5625.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_011000.wav	34.7594	S4A04765_20210311_011000.wav	M	
214	Spectrogram 1	1	253071.252817275	253071.669054556	0.4162	3062.500	4750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_190000.wav	51.2528	S4A04765_20210311_190000.wav	M	
