"folder","relative_path","file","image_no","site","cam_id","date_time","date","time","year","month","day","jday","hour","min","sec","tod","image_type","image_quality","delete_flag","camera_location","start_date","technician_name","service","empty","animal","human","human_activity","murrelet","adult","offspring","egg","species","count","predation_event","tags","second_opinion","good_picture","comments","ID","min2","int_diff","int_diff_secs","murrelet_status","SCMU","CORA","BNOW","PEEM","predation","detection"
"Lava1","2_10_21 to 4_1_21","RCNX1690.JPG","2021_Lava1_1690","Lava1","cam_01","2021-02-22 02:32:22","2021-02-22","02:32:22",2021,2,22,53,2,32,22,"dawn","motion","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"true",1,0,"false",NA,0,"false",NA,"false","false",NA,1690,2,0,0,"alive",1,0,0,0,0,1
"Lava1","2_10_21 to 4_1_21","RCNX1789.JPG","2021_Lava1_1789","Lava1","cam_01","2021-02-22 19:00:00","2021-02-22","19:00:00",2021,2,22,53,19,0,0,"dusk","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"true",2,0,"false",NA,0,"false",NA,"false","false",NA,1789,NA,600,10,"alive",1,0,0,0,0,1
"Lava1","2_10_21 to 4_1_21","RCNX1971.JPG","2021_Lava1_1971","Lava1","cam_01","2021-02-24 01:20:00","2021-02-24","01:20:00",2021,2,24,55,1,20,0,"dawn","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"true",1,0,"false",NA,0,"false",NA,"false","false",NA,1971,0,600,10,"alive",1,0,0,0,0,1
"Lava1","2_10_21 to 4_1_21","RCNX1973.JPG","2021_Lava1_1973","Lava1","cam_01","2021-02-24 01:40:00","2021-02-24","01:40:00",2021,2,24,55,1,40,0,"dawn","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"true",1,0,"false",NA,0,"false",NA,"false","false",NA,1973,0,600,10,"alive",1,0,0,0,0,1
"Lava1","2_10_21 to 4_1_21","RCNX1978.JPG","2021_Lava1_1978","Lava1","cam_01","2021-02-24 02:30:00","2021-02-24","02:30:00",2021,2,24,55,2,30,0,"dawn","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"true",2,0,"false",NA,0,"false",NA,"false","false",NA,1978,0,600,10,"alive",1,0,0,0,0,1
"Lava1","2_10_21 to 4_1_21","RCNX1987.JPG","2021_Lava1_1987","Lava1","cam_01","2021-02-24 04:00:00","2021-02-24","04:00:00",2021,2,24,55,4,0,0,"dawn","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"false",0,0,"false","Mouse",1,"false",NA,"false","false",NA,1987,NA,600,10,NA,0,0,0,1,0,1
"Lava1","2_10_21 to 4_1_21","RCNX2136.JPG","2021_Lava1_2136","Lava1","cam_01","2021-02-25 04:50:00","2021-02-25","04:50:00",2021,2,25,56,4,50,0,"dawn","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"false",0,0,"false","Unknown",1,"false",NA,"false","false",NA,2136,0,600,10,NA,0,0,0,0,0,0
"Lava1","2_10_21 to 4_1_21","RCNX2137.JPG","2021_Lava1_2137","Lava1","cam_01","2021-02-25 05:00:00","2021-02-25","05:00:00",2021,2,25,56,5,0,0,"dawn","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"false",0,0,"false","Unknown",1,"false",NA,"false","false",NA,2137,NA,600,10,NA,0,0,0,0,0,0
"Lava1","2_10_21 to 4_1_21","RCNX2138.JPG","2021_Lava1_2138","Lava1","cam_01","2021-02-25 05:10:00","2021-02-25","05:10:00",2021,2,25,56,5,10,0,"dawn","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"false",0,0,"false","Unknown",1,"false",NA,"false","false",NA,2138,0,600,10,NA,0,0,0,0,0,0
"Lava1","2_10_21 to 4_1_21","RCNX2139.JPG","2021_Lava1_2139","Lava1","cam_01","2021-02-25 05:20:00","2021-02-25","05:20:00",2021,2,25,56,5,20,0,"dawn","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"false",0,0,"false","Unknown",1,"false",NA,"false","false",NA,2139,0,600,10,NA,0,0,0,0,0,0
"Lava1","2_10_21 to 4_1_21","RCNX2140.JPG","2021_Lava1_2140","Lava1","cam_01","2021-02-25 05:30:00","2021-02-25","05:30:00",2021,2,25,56,5,30,0,"dawn","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"false",0,0,"false","Unknown",1,"false",NA,"false","false",NA,2140,0,600,10,NA,0,0,0,0,0,0
"Lava1","2_10_21 to 4_1_21","RCNX2141.JPG","2021_Lava1_2141","Lava1","cam_01","2021-02-25 05:40:00","2021-02-25","05:40:00",2021,2,25,56,5,40,0,"dawn","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"false",0,0,"false","Unknown",1,"false",NA,"false","false",NA,2141,0,600,10,NA,0,0,0,0,0,0
"Lava1","2_10_21 to 4_1_21","RCNX2217.JPG","2021_Lava1_2217","Lava1","cam_01","2021-02-25 18:20:00","2021-02-25","18:20:00",2021,2,25,56,18,20,0,"dusk","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"false",0,0,"false","Unknown",1,"false",NA,"false","false",NA,2217,0,600,10,NA,0,0,0,0,0,0
"Lava1","2_10_21 to 4_1_21","RCNX2382.JPG","2021_Lava1_2382","Lava1","cam_01","2021-02-26 21:50:00","2021-02-26","21:50:00",2021,2,26,57,21,50,0,"dusk","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"false",0,0,"false","Unknown",1,"false",NA,"false","false",NA,2382,0,600,10,NA,0,0,0,0,0,0
"Lava1","2_10_21 to 4_1_21","RCNX2538.JPG","2021_Lava1_2538","Lava1","cam_01","2021-02-27 23:50:00","2021-02-27","23:50:00",2021,2,27,58,23,50,0,"dusk","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"true",2,0,"false",NA,0,"false",NA,"false","false",NA,2538,0,600,10,"alive",1,0,0,0,0,1
"Lava1","2_10_21 to 4_1_21","RCNX2672.JPG","2021_Lava1_2672","Lava1","cam_01","2021-02-28 22:10:00","2021-02-28","22:10:00",2021,2,28,59,22,10,0,"dusk","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"true",1,0,"false",NA,0,"false",NA,"false","false",NA,2672,0,600,10,"alive",1,0,0,0,0,1
"Lava1","2_10_21 to 4_1_21","RCNX2960.JPG","2021_Lava1_2960","Lava1","cam_01","2021-03-02 22:10:00","2021-03-02","22:10:00",2021,3,2,61,22,10,0,"dusk","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"true",2,0,"false",NA,0,"false",NA,"false","false",NA,2960,0,600,10,"alive",1,0,0,0,0,1
"Lava1","2_10_21 to 4_1_21","RCNX2967.JPG","2021_Lava1_2967","Lava1","cam_01","2021-03-02 23:20:00","2021-03-02","23:20:00",2021,3,2,61,23,20,0,"dusk","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"true",1,0,"false",NA,0,"false",NA,"false","false",NA,2967,0,600,10,"alive",1,0,0,0,0,1
"Lava1","2_10_21 to 4_1_21","RCNX3125.JPG","2021_Lava1_3125","Lava1","cam_01","2021-03-04 01:40:00","2021-03-04","01:40:00",2021,3,4,63,1,40,0,"dawn","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"true",1,0,"false",NA,0,"false",NA,"false","false",NA,3125,0,600,10,"alive",1,0,0,0,0,1
"Lava1","2_10_21 to 4_1_21","RCNX3126.JPG","2021_Lava1_3126","Lava1","cam_01","2021-03-04 01:50:00","2021-03-04","01:50:00",2021,3,4,63,1,50,0,"dawn","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"true",1,0,"false",NA,0,"false",NA,"false","false",NA,3126,0,600,10,"alive",1,0,0,0,0,1
"Lava1","2_10_21 to 4_1_21","RCNX3130.JPG","2021_Lava1_3130","Lava1","cam_01","2021-03-04 02:30:00","2021-03-04","02:30:00",2021,3,4,63,2,30,0,"dawn","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"true",1,0,"false",NA,0,"false",NA,"false","false",NA,3130,0,600,10,"alive",1,0,0,0,0,1
"Lava1","2_10_21 to 4_1_21","RCNX3135.JPG","2021_Lava1_3135","Lava1","cam_01","2021-03-04 03:20:00","2021-03-04","03:20:00",2021,3,4,63,3,20,0,"dawn","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"true",2,0,"false",NA,0,"false",NA,"false","false",NA,3135,0,600,10,"alive",1,0,0,0,0,1
"Lava1","2_10_21 to 4_1_21","RCNX3519.JPG","2021_Lava1_3519","Lava1","cam_01","2021-03-06 19:20:00","2021-03-06","19:20:00",2021,3,6,65,19,20,0,"dusk","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"true",1,0,"false",NA,0,"false",NA,"false","false",NA,3519,0,600,10,"alive",1,0,0,0,0,1
"Lava1","2_10_21 to 4_1_21","RCNX3528.JPG","2021_Lava1_3528","Lava1","cam_01","2021-03-06 20:50:00","2021-03-06","20:50:00",2021,3,6,65,20,50,0,"dusk","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"true",1,0,"false",NA,0,"false",NA,"false","false",NA,3528,0,600,10,"alive",1,0,0,0,0,1
"Lava1","2_10_21 to 4_1_21","RCNX3806.JPG","2021_Lava1_3806","Lava1","cam_01","2021-03-08 19:10:00","2021-03-08","19:10:00",2021,3,8,67,19,10,0,"dusk","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"false",0,0,"false","Barn owl",1,"false",NA,"true","false",NA,3806,0,600,10,NA,0,0,1,0,0,1
"Lava1","2_10_21 to 4_1_21","RCNX3807.JPG","2021_Lava1_3807","Lava1","cam_01","2021-03-08 19:20:00","2021-03-08","19:20:00",2021,3,8,67,19,20,0,"dusk","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"false",0,0,"false","Barn owl",1,"false",NA,"true","false",NA,3807,0,600,10,NA,0,0,1,0,0,1
"Lava1","2_10_21 to 4_1_21","RCNX3827.JPG","2021_Lava1_3827","Lava1","cam_01","2021-03-08 22:40:00","2021-03-08","22:40:00",2021,3,8,67,22,40,0,"dusk","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"true",1,0,"false",NA,0,"false",NA,"false","false",NA,3827,0,600,10,"alive",1,0,0,0,0,1
"Lava1","2_10_21 to 4_1_21","RCNX3828.JPG","2021_Lava1_3828","Lava1","cam_01","2021-03-08 22:50:00","2021-03-08","22:50:00",2021,3,8,67,22,50,0,"dusk","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"true",1,0,"false",NA,0,"false",NA,"false","false",NA,3828,0,600,10,"alive",1,0,0,0,0,1
"Lava1","2_10_21 to 4_1_21","RCNX3834.JPG","2021_Lava1_3834","Lava1","cam_01","2021-03-08 23:50:00","2021-03-08","23:50:00",2021,3,8,67,23,50,0,"dusk","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"true",1,0,"false",NA,0,"false",NA,"false","false",NA,3834,0,600,10,"alive",1,0,0,0,0,1
"Lava1","2_10_21 to 4_1_21","RCNX3860.JPG","2021_Lava1_3860","Lava1","cam_01","2021-03-09 04:10:00","2021-03-09","04:10:00",2021,3,9,68,4,10,0,"dawn","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"true",1,0,"false",NA,0,"false",NA,"false","false",NA,3860,0,600,10,"alive",1,0,0,0,0,1
"Lava1","2_10_21 to 4_1_21","RCNX3866.JPG","2021_Lava1_3866","Lava1","cam_01","2021-03-09 05:02:05","2021-03-09","05:02:05",2021,3,9,68,5,2,5,"dawn","motion","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"false",0,0,"false","Unknown",1,"false",NA,"false","false",NA,3866,NA,125,2.08333333333333,NA,0,0,0,0,0,0
"Lava1","2_10_21 to 4_1_21","RCNX4132.JPG","2021_Lava1_4132","Lava1","cam_01","2021-03-11 00:40:00","2021-03-11","00:40:00",2021,3,11,70,0,40,0,"dawn","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"true",1,0,"false",NA,0,"false",NA,"false","false",NA,4132,0,600,10,"alive",1,0,0,0,0,1
"Lava1","2_10_21 to 4_1_21","RCNX4134.JPG","2021_Lava1_4134","Lava1","cam_01","2021-03-11 01:00:00","2021-03-11","01:00:00",2021,3,11,70,1,0,0,"dawn","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"true",1,0,"false",NA,0,"false",NA,"false","false",NA,4134,NA,600,10,"alive",1,0,0,0,0,1
"Lava1","2_10_21 to 4_1_21","RCNX4242.JPG","2021_Lava1_4242","Lava1","cam_01","2021-03-11 19:00:00","2021-03-11","19:00:00",2021,3,11,70,19,0,0,"dusk","timelapse","Ok","false","Lava Cave","02/10/2021","Tam Ta","false","false","true","false",NA,"true",1,0,"false",NA,0,"false",NA,"false","false",NA,4242,NA,600,10,"alive",1,0,0,0,0,1
